tsa,location,date,total_beds_available,total_beds_occupied,icu_beds_available,icu_beds_occupied,covid_inpatients,covid_icu_inpatients
O,Austin,2020-09-05,605,2485,86,359,144,58
O,Austin,2020-09-06,610,2596,85,362,136,53
O,Austin,2020-09-07,689,2420,88,333,139,48
O,Austin,2020-09-08,676,2413,92,329,173,80
O,Austin,2020-09-09,643,2385,93,333,135,53
O,Austin,2020-09-10,553,2561,71,366,125,51
O,Austin,2020-09-11,559,2584,70,364,121,50
O,Austin,2020-09-12,686,2578,76,357,106,42
O,Austin,2020-09-13,606,2492,75,353,102,42
O,Austin,2020-09-14,579,2392,70,356,100,45
O,Austin,2020-09-15,612,2352,71,346,95,45
P,San Antonio,2020-04-12,2488,3398,351,,57,22
P,San Antonio,2020-04-13,2596,3405,333,,57,22
P,San Antonio,2020-04-14,2493,3276,342,,64,25
P,San Antonio,2020-04-15,2425,3359,326,,65,27
P,San Antonio,2020-04-16,2537,2815,320,,30,11
P,San Antonio,2020-04-17,2032,3120,345,,47,15
P,San Antonio,2020-04-18,2159,3467,310,,52,19
P,San Antonio,2020-04-19,2260,3332,299,,46,18
P,San Antonio,2020-04-20,2214,2155,306,,38,17
P,San Antonio,2020-04-21,2350,3074,350,,45,32
P,San Antonio,2020-04-22,2570,3698,365,,109,37
P,San Antonio,2020-04-23,2254,3647,313,302,80,35
P,San Antonio,2020-04-24,2061,3640,303,398,63,25
P,San Antonio,2020-04-25,2277,3742,393,445,53,32
P,San Antonio,2020-04-26,2283,3662,280,383,60,33
P,San Antonio,2020-04-27,2222,3687,295,361,59,36
P,San Antonio,2020-04-28,2210,3699,329,395,59,38
P,San Antonio,2020-04-29,2107,3940,265,422,58,31
P,San Antonio,2020-04-30,1999,3861,248,424,53,35
P,San Antonio,2020-05-01,1995,4114,253,401,54,35
P,San Antonio,2020-05-02,2008,4028,267,415,57,39
P,San Antonio,2020-05-03,2117,3568,294,424,61,32
P,San Antonio,2020-05-04,2209,3794,300,403,56,35
P,San Antonio,2020-05-05,2064,3786,304,400,67,32
P,San Antonio,2020-05-06,1941,3946,276,440,69,34
P,San Antonio,2020-05-07,1904,4430,314,439,56,37
P,San Antonio,2020-05-08,1938,4327,256,404,68,33
P,San Antonio,2020-05-09,2096,4059,286,392,71,34
P,San Antonio,2020-05-10,2008,3934,247,404,59,34
P,San Antonio,2020-05-11,2104,3827,282,420,53,34
P,San Antonio,2020-05-12,2187,4000,280,446,72,38
P,San Antonio,2020-05-13,1907,4159,227,480,71,51
P,San Antonio,2020-05-14,1869,4028,257,444,61,37
P,San Antonio,2020-05-15,1907,4028,227,437,65,27
P,San Antonio,2020-05-16,1889,4179,266,437,76,28
P,San Antonio,2020-05-17,1898,4010,278,432,82,36
P,San Antonio,2020-05-18,1648,3721,250,361,80,35
P,San Antonio,2020-05-19,2048,4067,286,432,84,35
P,San Antonio,2020-05-20,1757,4732,246,455,93,29
P,San Antonio,2020-05-21,1706,4467,220,518,95,31
P,San Antonio,2020-05-22,1670,4552,208,483,90,35
P,San Antonio,2020-05-23,1545,4669,206,461,96,37
P,San Antonio,2020-05-24,1849,4367,212,474,93,33
P,San Antonio,2020-05-25,1854,3840,227,446,87,30
P,San Antonio,2020-05-26,1837,3858,244,422,90,33
P,San Antonio,2020-05-27,1810,4219,244,440,108,38
P,San Antonio,2020-05-28,1865,4563,240,450,106,33
P,San Antonio,2020-05-29,1771,4352,217,446,64,35
P,San Antonio,2020-05-30,1672,4220,199,438,98,37
P,San Antonio,2020-05-31,1711,3948,197,441,90,32
P,San Antonio,2020-06-01,1768,4132,199,465,105,36
P,San Antonio,2020-06-02,1907,3649,213,346,87,36
P,San Antonio,2020-06-03,1614,4362,196,439,101,32
P,San Antonio,2020-06-04,1764,3568,214,325,74,27
P,San Antonio,2020-06-05,1704,4638,208,432,111,39
P,San Antonio,2020-06-06,1649,4372,209,461,98,35
P,San Antonio,2020-06-07,1748,3976,239,419,94,29
P,San Antonio,2020-06-08,1756,3887,229,419,99,27
P,San Antonio,2020-06-09,1810,4234,224,470,119,38
P,San Antonio,2020-06-10,1540,4516,192,407,128,51
P,San Antonio,2020-06-11,1495,4607,186,460,133,45
P,San Antonio,2020-06-12,1572,4577,203,479,116,43
P,San Antonio,2020-06-13,1614,4565,202,487,144,50
P,San Antonio,2020-06-14,1548,4302,188,462,163,44
P,San Antonio,2020-06-15,1525,4181,185,439,165,51
P,San Antonio,2020-06-16,1534,4265,196,470,185,58
P,San Antonio,2020-06-17,1448,4414,168,474,233,72
P,San Antonio,2020-06-18,1467,4284,173,458,227,68
P,San Antonio,2020-06-19,1458,4240,161,447,279,71
P,San Antonio,2020-06-20,1493,4454,163,455,334,93
P,San Antonio,2020-06-21,1571,4773,176,376,357,96
P,San Antonio,2020-06-22,1728,4492,198,488,473,121
P,San Antonio,2020-06-23,1387,4100,162,472,501,127
P,San Antonio,2020-06-24,1197,4576,135,499,549,134
P,San Antonio,2020-06-25,1190,4573,175,470,606,147
P,San Antonio,2020-06-26,1106,4532,119,485,675,170
P,San Antonio,2020-06-27,1132,5075,116,581,814,234
P,San Antonio,2020-06-28,1066,4544,115,507,778,204
P,San Antonio,2020-06-29,1271,4184,152,496,935,272
P,San Antonio,2020-06-30,1229,4300,137,511,1010,268
P,San Antonio,2020-07-01,1066,4488,122,525,1091,277
P,San Antonio,2020-07-02,1297,4448,170,545,1170,316
P,San Antonio,2020-07-03,927,4439,111,534,1196,319
P,San Antonio,2020-07-04,1008,3891,125,542,1208,349
P,San Antonio,2020-07-05,1025,4339,119,547,1274,347
P,San Antonio,2020-07-06,830,4175,110,565,1313,382
P,San Antonio,2020-07-07,867,4181,101,556,1350,377
P,San Antonio,2020-07-08,720,4552,96,606,1414,394
P,San Antonio,2020-07-09,729,4711,77,643,1442,426
P,San Antonio,2020-07-10,733,4618,97,600,1439,409
P,San Antonio,2020-07-11,647,4638,77,629,1529,438
P,San Antonio,2020-07-12,657,4496,60,620,1490,422
P,San Antonio,2020-07-13,626,4372,69,643,1535,453
P,San Antonio,2020-07-14,617,4444,81,608,1563,453
P,San Antonio,2020-07-15,612,4612,87,673,1549,454
P,San Antonio,2020-07-16,667,4726,89,694,1555,492
P,San Antonio,2020-07-17,676,4688,88,676,1509,466
P,San Antonio,2020-07-18,702,4638,93,676,1520,452
P,San Antonio,2020-07-19,691,4534,80,679,1432,453
P,San Antonio,2020-07-20,643,4462,73,692,1473,457
P,San Antonio,2020-07-21,708,4466,97,687,1475,451
P,San Antonio,2020-07-22,638,4673,78,727,1432,462
P,San Antonio,2020-07-23,386,412,160,386,619,264
P,San Antonio,2020-07-24,713,3652,79,745,908,327
P,San Antonio,2020-07-25,561,4480,84,777,934,340
P,San Antonio,2020-07-26,715,4081,101,810,1066,398
P,San Antonio,2020-07-27,843,4729,118,808,1073,415
P,San Antonio,2020-07-28,813,4135,152,808,1187,423
P,San Antonio,2020-07-29,855,4271,128,816,1157,395
P,San Antonio,2020-07-30,864,4267,133,769,1106,382
P,San Antonio,2020-07-31,973,4154,129,782,1075,387
P,San Antonio,2020-08-01,1077,4441,142,846,1089,401
P,San Antonio,2020-08-02,1097,3996,151,770,964,349
P,San Antonio,2020-08-03,1233,4098,174,828,1012,372
P,San Antonio,2020-08-04,1074,4251,177,840,1089,393
P,San Antonio,2020-08-05,1024,4208,177,815,1035,378
P,San Antonio,2020-08-06,1069,4476,181,842,1010,385
P,San Antonio,2020-08-07,1130,4297,163,839,944,350
P,San Antonio,2020-08-08,1068,4512,161,818,929,354
P,San Antonio,2020-08-09,988,4199,148,835,909,345
P,San Antonio,2020-08-10,1108,4188,177,804,847,312
P,San Antonio,2020-08-11,1011,4107,176,780,856,304
P,San Antonio,2020-08-12,983,4217,170,779,846,304
P,San Antonio,2020-08-13,964,4238,169,790,796,291
P,San Antonio,2020-08-14,964,4144,154,800,734,285
P,San Antonio,2020-08-15,969,4224,177,765,704,277
P,San Antonio,2020-08-16,1157,4116,191,749,684,283
P,San Antonio,2020-08-17,1029,4059,177,776,676,269
P,San Antonio,2020-08-18,1155,4073,179,778,675,260
P,San Antonio,2020-08-19,972,4172,170,975,664,258
P,San Antonio,2020-08-20,993,4356,157,791,598,247
P,San Antonio,2020-08-21,1002,4411,178,781,598,246
P,San Antonio,2020-08-22,952,4387,196,740,588,231
P,San Antonio,2020-08-23,1034,4213,196,738,563,216
P,San Antonio,2020-08-24,1147,4032,206,726,551,210
P,San Antonio,2020-08-25,1171,3996,222,706,543,206
P,San Antonio,2020-08-26,1004,4150,206,731,503,196
P,San Antonio,2020-08-27,960,4321,202,746,496,206
P,San Antonio,2020-08-28,965,4370,200,750,486,199
P,San Antonio,2020-08-29,1009,4330,194,719,435,187
P,San Antonio,2020-08-30,1060,4200,187,735,425,176
P,San Antonio,2020-08-31,1096,4018,182,719,417,161
P,San Antonio,2020-09-01,1133,4111,181,727,427,158
P,San Antonio,2020-09-02,1018,4308,175,739,429,159
P,San Antonio,2020-09-03,999,4386,186,731,422,167
P,San Antonio,2020-09-04,984,4359,184,708,395,155
P,San Antonio,2020-09-05,926,4377,188,714,387,145
P,San Antonio,2020-09-06,1003,4214,189,700,383,151
P,San Antonio,2020-09-07,1151,3976,188,675,359,133
P,San Antonio,2020-09-08,1139,3932,191,678,345,132
P,San Antonio,2020-09-09,1178,3946,179,676,339,130
P,San Antonio,2020-09-10,997,4274,153,712,325,102
P,San Antonio,2020-09-11,1002,4336,158,708,328,124
P,San Antonio,2020-09-12,969,4342,159,691,315,119
P,San Antonio,2020-09-13,1126,4144,205,658,291,109
P,San Antonio,2020-09-14,1178,3956,203,654,285,114
P,San Antonio,2020-09-15,1141,4020,193,640,286,108
Q,Houston,2020-04-12,4062,6949,403,,516,214
Q,Houston,2020-04-13,3562,5616,341,,319,134
Q,Houston,2020-04-14,3531,7254,401,,527,234
Q,Houston,2020-04-15,3504,7469,318,,584,260
Q,Houston,2020-04-16,3795,7717,328,,511,237
Q,Houston,2020-04-17,3938,7284,387,,500,261
Q,Houston,2020-04-18,4155,6831,385,,363,179
Q,Houston,2020-04-19,3816,6944,394,,535,235
Q,Houston,2020-04-20,3857,7485,373,,516,230
Q,Houston,2020-04-21,4028,7485,334,,516,230
Q,Houston,2020-04-22,3462,7682,323,,505,219
Q,Houston,2020-04-23,3502,7790,349,1580,501,204
Q,Houston,2020-04-24,4400,7784,358,1567,483,200
Q,Houston,2020-04-25,3722,8202,354,1572,465,202
Q,Houston,2020-04-26,3724,7916,396,1532,464,208
Q,Houston,2020-04-27,3692,7170,386,1541,468,198
Q,Houston,2020-04-28,4118,7803,429,1497,485,197
Q,Houston,2020-04-29,3640,8313,384,1545,436,187
Q,Houston,2020-04-30,3468,8061,458,1472,442,195
Q,Houston,2020-05-01,3814,8697,420,1509,475,207
Q,Houston,2020-05-02,3838,8270,408,1522,434,192
Q,Houston,2020-05-03,3828,6495,405,1534,329,145
Q,Houston,2020-05-04,3791,7641,376,1553,418,193
Q,Houston,2020-05-05,3867,8020,391,1541,544,192
Q,Houston,2020-05-06,3458,8547,308,1618,436,205
Q,Houston,2020-05-07,3361,9027,334,1592,453,200
Q,Houston,2020-05-08,3140,8900,332,1598,430,199
Q,Houston,2020-05-09,3551,9194,341,1586,446,187
Q,Houston,2020-05-10,3325,8268,368,1559,446,187
Q,Houston,2020-05-11,3516,7552,373,1554,402,169
Q,Houston,2020-05-12,3973,7701,398,1529,436,197
Q,Houston,2020-05-13,3308,9159,326,1601,435,178
Q,Houston,2020-05-14,3323,9139,263,1652,411,185
Q,Houston,2020-05-15,3213,9498,312,1611,401,174
Q,Houston,2020-05-16,3339,9592,361,1558,414,172
Q,Houston,2020-05-17,3170,8203,348,1579,380,170
Q,Houston,2020-05-18,3291,8562,432,1495,397,179
Q,Houston,2020-05-19,3189,8336,289,1638,433,191
Q,Houston,2020-05-20,3126,9348,273,1654,443,193
Q,Houston,2020-05-21,2907,9425,281,1642,444,225
Q,Houston,2020-05-22,2810,9506,286,1638,406,207
Q,Houston,2020-05-23,2705,9413,255,1670,387,172
Q,Houston,2020-05-24,2883,8845,273,1649,407,190
Q,Houston,2020-05-25,3249,8179,301,1625,392,195
Q,Houston,2020-05-26,3344,8387,430,1496,401,182
Q,Houston,2020-05-27,3011,8433,260,1662,414,187
Q,Houston,2020-05-28,2636,9291,211,1714,435,199
Q,Houston,2020-05-29,2731,10097,272,1661,407,199
Q,Houston,2020-05-30,2890,10200,234,1705,460,196
Q,Houston,2020-05-31,2659,9669,239,1690,454,205
Q,Houston,2020-06-01,2605,9304,238,1695,482,214
Q,Houston,2020-06-02,2631,8969,261,1670,506,230
Q,Houston,2020-06-03,2300,5423,223,1676,501,221
Q,Houston,2020-06-04,2343,10085,212,1741,526,225
Q,Houston,2020-06-05,2302,10596,240,1695,555,236
Q,Houston,2020-06-06,2728,9773,236,1691,522,224
Q,Houston,2020-06-07,2845,9403,259,1694,565,229
Q,Houston,2020-06-08,2679,9468,264,1664,614,240
Q,Houston,2020-06-09,2573,9604,258,1671,622,240
Q,Houston,2020-06-10,2065,10226,210,1724,690,264
Q,Houston,2020-06-11,1991,9088,217,1684,642,233
Q,Houston,2020-06-12,2335,10337,220,1710,663,231
Q,Houston,2020-06-13,2120,10692,233,1695,681,237
Q,Houston,2020-06-14,2455,10128,252,1674,696,226
Q,Houston,2020-06-15,2492,9064,248,1682,730,264
Q,Houston,2020-06-16,2675,9783,247,1679,795,247
Q,Houston,2020-06-17,2185,9935,208,1714,839,297
Q,Houston,2020-06-18,1944,10781,179,1747,940,319
Q,Houston,2020-06-19,2052,12803,194,1732,1031,380
Q,Houston,2020-06-20,2285,11159,236,1692,1040,362
Q,Houston,2020-06-21,2282,10760,215,1712,1062,374
Q,Houston,2020-06-22,2456,10271,202,1724,1185,391
Q,Houston,2020-06-23,2222,10000,179,1746,1293,393
Q,Houston,2020-06-24,2020,10766,173,1758,1343,430
Q,Houston,2020-06-25,2070,11356,161,1770,1496,473
Q,Houston,2020-06-26,1940,11435,159,1772,1606,499
Q,Houston,2020-06-27,2134,11255,179,1752,1691,540
Q,Houston,2020-06-28,1919,9828,169,1762,1642,516
Q,Houston,2020-06-29,2348,9749,169,1762,1767,570
Q,Houston,2020-06-30,2449,10372,183,1748,2059,596
Q,Houston,2020-07-01,2049,11078,162,1769,2139,624
Q,Houston,2020-07-02,1776,11307,121,1810,2250,654
Q,Houston,2020-07-03,2067,11157,128,1803,2257,667
Q,Houston,2020-07-04,2388,11174,194,1737,2369,677
Q,Houston,2020-07-05,2473,10681,139,1792,2442,730
Q,Houston,2020-07-06,2429,10143,154,1777,2656,756
Q,Houston,2020-07-07,2121,10725,118,1813,2699,762
Q,Houston,2020-07-08,1868,11230,128,1803,2700,756
Q,Houston,2020-07-09,1838,11505,114,1817,2742,778
Q,Houston,2020-07-10,1768,11583,98,1833,2826,833
Q,Houston,2020-07-11,1810,11565,83,1848,2842,831
Q,Houston,2020-07-12,1842,11229,97,1834,2863,815
Q,Houston,2020-07-13,2166,10751,95,1836,2842,835
Q,Houston,2020-07-14,1860,11036,113,1818,2914,834
Q,Houston,2020-07-15,1561,11321,79,1852,2884,813
Q,Houston,2020-07-16,1539,11347,71,1860,2815,828
Q,Houston,2020-07-17,1488,10938,79,1852,2763,845
Q,Houston,2020-07-18,1730,11259,93,1838,2785,839
Q,Houston,2020-07-19,1794,10722,100,1831,2742,947
Q,Houston,2020-07-20,1561,10643,88,1843,2638,774
Q,Houston,2020-07-21,1746,10520,115,1816,2803,838
Q,Houston,2020-07-22,1519,10855,98,1833,2729,839
Q,Houston,2020-07-23,2706,2521,123,334,2369,694
Q,Houston,2020-07-24,1110,10787,50,1881,2531,791
Q,Houston,2020-07-25,1430,11198,72,1859,2471,780
Q,Houston,2020-07-26,1243,8687,70,4,2855,752
Q,Houston,2020-07-27,1370,8687,56,1836,2288,762
Q,Houston,2020-07-28,1962,9125,59,1631,2391,755
Q,Houston,2020-07-29,1396,10891,40,1974,2296,748
Q,Houston,2020-07-30,970,10872,74,1926,2136,695
Q,Houston,2020-07-31,1574,3415,96,1865,2177,777
Q,Houston,2020-08-01,1781,10569,83,1874,2049,791
Q,Houston,2020-08-02,1366,10200,68,1862,2023,777
Q,Houston,2020-08-03,1811,10089,100,1972,2077,778
Q,Houston,2020-08-04,1926,10104,94,1898,1936,756
Q,Houston,2020-08-05,1579,10962,92,1870,1923,675
Q,Houston,2020-08-06,1856,11163,58,1882,1839,647
Q,Houston,2020-08-07,1868,11344,106,1972,1871,603
Q,Houston,2020-08-08,1553,10850,113,1858,1798,611
Q,Houston,2020-08-09,1729,10950,101,1856,1629,563
Q,Houston,2020-08-10,1858,11546,112,1922,1625,556
Q,Houston,2020-08-11,2226,11066,143,1833,1563,514
Q,Houston,2020-08-12,1855,11427,155,1852,1512,547
Q,Houston,2020-08-13,1794,11428,135,1843,1531,555
Q,Houston,2020-08-14,1778,12539,114,1869,1453,531
Q,Houston,2020-08-15,1885,12639,139,1879,1455,521
Q,Houston,2020-08-16,1994,12391,155,1990,1342,486
Q,Houston,2020-08-17,2183,11678,147,1980,1316,494
Q,Houston,2020-08-18,2098,11107,128,1992,1385,507
Q,Houston,2020-08-19,1704,11612,127,2001,1323,485
Q,Houston,2020-08-20,2056,11532,131,1982,1178,411
Q,Houston,2020-08-21,1917,11940,140,1993,1172,407
Q,Houston,2020-08-22,1868,10895,126,1996,1070,384
Q,Houston,2020-08-23,2290,11014,177,1779,1092,403
Q,Houston,2020-08-24,2017,10576,170,1969,986,358
Q,Houston,2020-08-25,2280,11377,186,1933,1007,344
Q,Houston,2020-08-26,2098,11301,128,1945,1004,348
Q,Houston,2020-08-27,1912,10337,131,1985,860,304
Q,Houston,2020-08-28,2320,10733,139,1957,861,333
Q,Houston,2020-08-29,2595,10850,184,1963,848,315
Q,Houston,2020-08-30,2307,10401,175,1985,788,299
Q,Houston,2020-08-31,2309,10594,171,1968,872,306
Q,Houston,2020-09-01,2151,10865,179,1963,799,272
Q,Houston,2020-09-02,1882,11805,118,2092,807,292
Q,Houston,2020-09-03,1800,12616,120,2021,800,277
Q,Houston,2020-09-04,1841,11929,159,2010,755,296
Q,Houston,2020-09-05,1887,11977,140,1565,750,277
Q,Houston,2020-09-06,2085,12072,139,1981,705,263
Q,Houston,2020-09-07,2234,11224,164,2358,655,262
Q,Houston,2020-09-08,2442,11155,197,1919,660,252
Q,Houston,2020-09-09,2158,10902,179,1949,643,226
Q,Houston,2020-09-10,1823,11386,134,1993,634,233
Q,Houston,2020-09-11,1749,11907,124,1757,598,205
Q,Houston,2020-09-12,1827,12418,138,1505,603,215
Q,Houston,2020-09-13,2137,11527,164,1326,599,203
Q,Houston,2020-09-14,2140,11634,184,1136,591,193
Q,Houston,2020-09-15,2081,11853,161,1515,607,205
R,Galveston,2020-04-12,572,867,48,,76,30
R,Galveston,2020-04-13,558,855,49,,84,34
R,Galveston,2020-04-14,621,875,47,,97,37
R,Galveston,2020-04-15,645,892,56,,96,38
R,Galveston,2020-04-16,575,936,45,,101,36
R,Galveston,2020-04-17,605,996,52,,104,41
R,Galveston,2020-04-18,644,1059,55,,111,44
R,Galveston,2020-04-19,667,836,47,,94,27
R,Galveston,2020-04-20,595,992,53,,110,43
R,Galveston,2020-04-21,541,992,51,,110,43
R,Galveston,2020-04-22,622,1055,45,,125,46
R,Galveston,2020-04-23,682,1093,57,,128,47
R,Galveston,2020-04-24,633,1134,35,,136,46
R,Galveston,2020-04-25,695,1131,54,,142,49
R,Galveston,2020-04-26,731,1024,59,,127,38
R,Galveston,2020-04-27,601,1021,27,,115,42
R,Galveston,2020-04-28,577,1071,37,,124,37
R,Galveston,2020-04-29,577,1122,37,,132,39
R,Galveston,2020-04-30,553,1161,37,,124,34
R,Galveston,2020-05-01,667,1089,62,,129,37
R,Galveston,2020-05-02,676,1010,60,,101,22
R,Galveston,2020-05-03,706,970,58,,88,22
R,Galveston,2020-05-04,624,974,45,,92,20
R,Galveston,2020-05-05,472,1098,25,,118,25
R,Galveston,2020-05-06,540,1157,42,,114,28
R,Galveston,2020-05-07,671,1113,43,,57,17
R,Galveston,2020-05-08,654,1093,26,,53,19
R,Galveston,2020-05-09,675,1080,73,,58,18
R,Galveston,2020-05-10,638,1317,55,,52,16
R,Galveston,2020-05-11,606,854,28,,52,16
R,Galveston,2020-05-12,585,1017,45,,40,19
R,Galveston,2020-05-13,684,1115,41,,47,19
R,Galveston,2020-05-14,652,1144,54,,46,17
R,Galveston,2020-05-15,550,1182,28,,55,24
R,Galveston,2020-05-16,546,1244,39,,121,39
R,Galveston,2020-05-17,499,1154,29,,112,37
R,Galveston,2020-05-18,385,1104,24,,111,42
R,Galveston,2020-05-19,535,1170,35,,123,46
R,Galveston,2020-05-20,567,1223,33,,117,47
R,Galveston,2020-05-21,509,1237,12,,117,46
R,Galveston,2020-05-22,656,1216,44,,117,43
R,Galveston,2020-05-23,577,1195,38,,122,37
R,Galveston,2020-05-24,570,1147,30,,116,35
R,Galveston,2020-05-25,570,1098,37,,119,37
R,Galveston,2020-05-26,562,1029,36,,101,32
R,Galveston,2020-05-27,527,1200,40,,114,39
R,Galveston,2020-05-28,402,1027,17,,89,24
R,Galveston,2020-05-29,390,1367,27,,115,40
R,Galveston,2020-05-30,386,1334,23,,106,38
R,Galveston,2020-05-31,417,1313,22,,91,39
R,Galveston,2020-06-01,457,1194,36,198,111,42
R,Galveston,2020-06-02,459,1289,21,191,108,46
R,Galveston,2020-06-03,438,1358,27,200,115,51
R,Galveston,2020-06-04,408,1414,18,209,96,37
R,Galveston,2020-06-05,387,1422,14,213,119,45
R,Galveston,2020-06-06,416,1469,22,205,122,46
R,Galveston,2020-06-07,455,1397,30,205,126,68
R,Galveston,2020-06-08,421,1364,35,192,123,46
R,Galveston,2020-06-09,471,1502,30,192,147,51
R,Galveston,2020-06-10,344,1487,28,192,142,57
R,Galveston,2020-06-11,426,719,21,206,111,52
R,Galveston,2020-06-12,420,1335,21,206,131,61
R,Galveston,2020-06-13,380,1339,24,203,137,58
R,Galveston,2020-06-14,394,1084,21,206,136,62
R,Galveston,2020-06-15,460,1297,18,209,154,65
R,Galveston,2020-06-16,460,1362,29,198,157,52
R,Galveston,2020-06-17,403,1461,11,216,164,51
R,Galveston,2020-06-18,383,1479,10,217,152,50
R,Galveston,2020-06-19,379,1496,24,203,159,53
R,Galveston,2020-06-20,427,1413,30,197,144,64
R,Galveston,2020-06-21,476,1393,22,205,193,60
R,Galveston,2020-06-22,482,1332,27,200,166,44
R,Galveston,2020-06-23,456,1407,15,212,194,63
R,Galveston,2020-06-24,353,1489,19,208,223,61
R,Galveston,2020-06-25,320,1496,3,224,230,64
R,Galveston,2020-06-26,357,1515,9,218,271,61
R,Galveston,2020-06-27,404,1497,13,214,297,70
R,Galveston,2020-06-28,324,1249,9,218,268,76
R,Galveston,2020-06-29,402,1378,13,214,298,90
R,Galveston,2020-06-30,346,1433,10,217,303,64
R,Galveston,2020-07-01,313,1486,10,217,318,70
R,Galveston,2020-07-02,375,1519,18,209,315,77
R,Galveston,2020-07-03,430,1546,33,194,308,74
R,Galveston,2020-07-04,304,1477,12,215,300,73
R,Galveston,2020-07-05,311,1435,7,220,334,94
R,Galveston,2020-07-06,299,1437,6,221,364,94
R,Galveston,2020-07-07,351,1464,2,225,408,96
R,Galveston,2020-07-08,355,1551,1,226,421,105
R,Galveston,2020-07-09,257,1608,1,226,333,104
R,Galveston,2020-07-10,262,1596,9,218,385,86
R,Galveston,2020-07-11,251,1569,4,223,432,116
R,Galveston,2020-07-12,302,1502,23,204,431,108
R,Galveston,2020-07-13,265,1427,3,224,458,116
R,Galveston,2020-07-14,150,1292,0,227,515,130
R,Galveston,2020-07-15,150,1566,0,227,436,115
R,Galveston,2020-07-16,153,1590,3,224,420,96
R,Galveston,2020-07-17,164,1600,1,226,411,117
R,Galveston,2020-07-18,137,1551,4,223,413,114
R,Galveston,2020-07-19,174,1496,5,222,396,118
R,Galveston,2020-07-20,186,1469,8,219,381,114
R,Galveston,2020-07-21,181,1492,6,221,372,114
R,Galveston,2020-07-22,125,1564,0,227,417,118
R,Galveston,2020-07-23,356,534,0,86,430,127
R,Galveston,2020-07-24,187,1587,3,224,415,125
R,Galveston,2020-07-25,193,1549,5,222,418,126
R,Galveston,2020-07-26,223,2243,4,0,407,128
R,Galveston,2020-07-27,453,2243,13,196,391,119
R,Galveston,2020-07-28,321,2171,10,306,328,99
R,Galveston,2020-07-29,189,1517,12,221,384,114
R,Galveston,2020-07-30,157,1521,4,223,364,96
R,Galveston,2020-07-31,195,433,7,220,386,103
R,Galveston,2020-08-01,183,1550,3,224,360,99
R,Galveston,2020-08-02,224,1518,8,219,329,107
R,Galveston,2020-08-03,194,1474,5,231,371,116
R,Galveston,2020-08-04,195,1460,6,231,345,106
R,Galveston,2020-08-05,134,1545,11,284,348,109
R,Galveston,2020-08-06,213,1621,8,210,368,115
R,Galveston,2020-08-07,220,1794,8,219,289,108
R,Galveston,2020-08-08,188,1592,6,221,317,107
R,Galveston,2020-08-09,224,1383,7,213,283,91
R,Galveston,2020-08-10,187,1460,9,228,275,96
R,Galveston,2020-08-11,186,1566,13,264,288,93
R,Galveston,2020-08-12,187,1596,18,180,277,86
R,Galveston,2020-08-13,184,1541,11,224,306,95
R,Galveston,2020-08-14,220,1570,14,227,292,98
R,Galveston,2020-08-15,227,1610,16,241,288,97
R,Galveston,2020-08-16,268,1488,17,294,289,98
R,Galveston,2020-08-17,237,1471,20,243,309,85
R,Galveston,2020-08-18,230,1547,23,263,275,69
R,Galveston,2020-08-19,205,1592,26,266,287,87
R,Galveston,2020-08-20,186,1562,17,291,262,84
R,Galveston,2020-08-21,203,1544,20,285,260,85
R,Galveston,2020-08-22,230,1462,22,275,238,74
R,Galveston,2020-08-23,252,1526,20,266,248,74
R,Galveston,2020-08-24,291,1450,18,260,212,49
R,Galveston,2020-08-25,250,1298,26,265,188,56
R,Galveston,2020-08-26,280,1374,22,248,223,72
R,Galveston,2020-08-27,353,1176,28,258,147,46
R,Galveston,2020-08-28,608,1082,59,233,152,40
R,Galveston,2020-08-29,598,1130,54,252,148,47
R,Galveston,2020-08-30,511,1200,44,243,159,48
R,Galveston,2020-08-31,250,1356,21,256,168,51
R,Galveston,2020-09-01,262,1375,22,254,166,48
R,Galveston,2020-09-02,252,1453,26,239,185,54
R,Galveston,2020-09-03,205,1532,15,263,189,55
R,Galveston,2020-09-04,203,1429,16,268,167,51
R,Galveston,2020-09-05,239,1583,14,256,177,59
R,Galveston,2020-09-06,340,1507,20,265,182,56
R,Galveston,2020-09-07,305,1437,26,260,173,57
R,Galveston,2020-09-08,229,1435,20,256,172,53
R,Galveston,2020-09-09,258,1468,26,242,188,48
R,Galveston,2020-09-10,219,1555,21,269,158,53
R,Galveston,2020-09-11,541,1651,50,259,158,50
R,Galveston,2020-09-12,483,1577,24,244,150,43
R,Galveston,2020-09-13,544,1545,50,234,156,41
R,Galveston,2020-09-14,235,1497,20,222,146,45
R,Galveston,2020-09-15,281,1475,29,235,155,49
S,Victoria,2020-04-12,277,254,30,,16,4
S,Victoria,2020-04-13,278,240,33,,21,6
S,Victoria,2020-04-14,290,248,31,,22,5
S,Victoria,2020-04-15,284,248,32,,21,5
S,Victoria,2020-04-16,290,260,32,,19,4
S,Victoria,2020-04-17,293,258,37,,17,3
S,Victoria,2020-04-18,292,255,36,,19,3
S,Victoria,2020-04-19,294,211,33,,19,3
S,Victoria,2020-04-20,299,225,32,,21,5
S,Victoria,2020-04-21,335,252,33,,22,3
S,Victoria,2020-04-22,287,267,22,,50,6
S,Victoria,2020-04-23,275,289,24,44,30,7
S,Victoria,2020-04-24,271,285,24,40,26,4
